Indicator,Group,State,lat,long,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,40.150032,-111.862434,Utah,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,29.1,26.1,32.3,26.1 - 32.3,20.6 - 29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,44.045876,-72.710686,Vermont,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,33.5,28.7,38.6,28.7 - 38.6,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,37.769337,-78.169968,Virginia,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,35.1,31.5,38.8,31.5 - 38.8,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,47.400902,-121.490494,Washington,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,34.9,32.2,37.7,32.2 - 37.7,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,38.491226,-80.954453,West Virginia,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,32.4,27.3,37.9,27.3 - 37.9,31.8 - 33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,44.268543,-89.616508,Wisconsin,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,33.2,29.6,37,29.6 - 37.0,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,42.755966,-107.30249,Wyoming,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,30,24.8,35.6,24.8 - 35.6,30.0 - 31.7
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,,,United States,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43.7,43.1,44.3,43.1 - 44.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40.8,38.3,43.4,38.3 - 43.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,41.8,40.1,43.5,40.1 - 43.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.6,44,47.2,44.0 - 47.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46,44.5,47.5,44.5 - 47.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46.4,44.8,48.1,44.8 - 48.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.2,40.4,44.1,40.4 - 44.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,,,80 years and above,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,35.6,30.7,40.8,30.7 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,,,Male,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40.1,39.1,41.2,39.1 - 41.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,,,Female,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,47.1,46.1,48.1,46.1 - 48.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,41.3,39,43.6,39.0 - 43.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.6,44,45.3,44.0 - 45.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.5,40.3,44.8,40.3 - 44.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",1,1,Apr 23 - May 5,04/23/2020,05/05/2020,37.8,34.5,41.2,34.5 - 41.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",1,1,Apr 23 - May 5,04/23/2020,05/05/2020,49.2,45.6,52.8,45.6 - 52.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40.9,36,46,36.0 - 46.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,39.4,38,40.8,38.0 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.7,43.6,45.9,43.6 - 45.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,47.6,46.7,48.5,46.7 - 48.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,32.806671,-86.79113,Alabama,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42,36.8,47.3,36.8 - 47.3,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,61.370716,-152.404419,Alaska,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46.8,42.8,50.8,42.8 - 50.8,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,33.729759,-111.431221,Arizona,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.3,38.9,45.7,38.9 - 45.7,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,34.969704,-92.373123,Arkansas,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43.6,37.7,49.7,37.7 - 49.7,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,36.116203,-119.681564,California,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.4,41.1,47.8,41.1 - 47.8,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,39.059811,-105.311104,Colorado,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46,42.6,49.5,42.6 - 49.5,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,41.597782,-72.755371,Connecticut,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.6,38.5,46.9,38.5 - 46.9,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,39.318523,-75.507141,Delaware,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,41.4,36.2,46.8,36.2 - 46.8,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,38.897438,-77.026817,District of Columbia,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,47,41.3,52.7,41.3 - 52.7,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,27.766279,-81.686783,Florida,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.9,41.8,48,41.8 - 48.0,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,33.040619,-83.643074,Georgia,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.9,42,49.7,42.0 - 49.7,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,21.094318,-157.498337,Hawaii,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,41.2,36.1,46.4,36.1 - 46.4,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,44.240459,-114.478828,Idaho,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,38.8,34.7,43,34.7 - 43.0,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,40.349457,-88.986137,Illinois,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.5,39.5,45.6,39.5 - 45.6,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,39.849426,-86.258278,Indiana,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,39.4,35.1,43.9,35.1 - 43.9,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,42.011539,-93.210526,Iowa,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40,34.3,45.8,34.3 - 45.8,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,38.5266,-96.726486,Kansas,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40,34.9,45.2,34.9 - 45.2,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,37.66814,-84.670067,Kentucky,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.9,37.8,48.1,37.8 - 48.1,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,31.169546,-91.867805,Louisiana,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46.2,41,51.4,41.0 - 51.4,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,44.693947,-69.381927,Maine,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.8,41.4,50.4,41.4 - 50.4,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,39.063946,-76.802101,Maryland,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,49.2,45,53.4,45.0 - 53.4,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,42.230171,-71.530106,Massachusetts,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.8,39.4,46.3,39.4 - 46.3,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,43.326618,-84.536095,Michigan,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.6,41.3,48,41.3 - 48.0,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,45.694454,-93.900192,Minnesota,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.2,41.3,49.1,41.3 - 49.1,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,32.741646,-89.678696,Mississippi,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,39.6,34.9,44.6,34.9 - 44.6,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,38.456085,-92.288368,Missouri,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43.7,39.1,48.4,39.1 - 48.4,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,46.921925,-110.454353,Montana,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46,40.4,51.7,40.4 - 51.7,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,41.12537,-98.268082,Nebraska,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,38.5,33.5,43.7,33.5 - 43.7,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,38.313515,-117.055374,Nevada,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46.2,41.5,51,41.5 - 51.0,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,43.452492,-71.563896,New Hampshire,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43.2,39.6,47,39.6 - 47.0,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,40.298904,-74.521011,New Jersey,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43,38.5,47.7,38.5 - 47.7,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,34.840515,-106.248482,New Mexico,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.1,38.8,49.6,38.8 - 49.6,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,42.165726,-74.948051,New York,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.2,41.6,48.8,41.6 - 48.8,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,35.630066,-79.806419,North Carolina,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40.1,36.5,43.7,36.5 - 43.7,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,47.528912,-99.784012,North Dakota,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,33.2,28.6,38,28.6 - 38.0,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,40.388783,-82.764915,Ohio,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.1,38,46.3,38.0 - 46.3,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,35.565342,-96.928917,Oklahoma,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,46.6,41.2,52.1,41.2 - 52.1,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,44.572021,-122.070938,Oregon,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,47.4,43.3,51.4,43.3 - 51.4,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,40.590752,-77.209755,Pennsylvania,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.9,39.5,46.4,39.5 - 46.4,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,41.680893,-71.51178,Rhode Island,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.2,38.9,49.6,38.9 - 49.6,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,33.856892,-80.945007,South Carolina,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,44.6,39.7,49.6,39.7 - 49.6,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,44.299782,-99.438828,South Dakota,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.5,39.3,51.9,39.3 - 51.9,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,35.747845,-86.692345,Tennessee,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,42.9,38.6,47.2,38.6 - 47.2,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,31.054487,-97.563461,Texas,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,40.6,37.2,44,37.2 - 44.0,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,40.150032,-111.862434,Utah,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43.3,39.2,47.4,39.2 - 47.4,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,44.045876,-72.710686,Vermont,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,48.5,43.8,53.2,43.8 - 53.2,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,37.769337,-78.169968,Virginia,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,47,43.3,50.8,43.3 - 50.8,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,47.400902,-121.490494,Washington,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,47.7,44.7,50.8,44.7 - 50.8,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,38.491226,-80.954453,West Virginia,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,43.7,38.4,49,38.4 - 49.0,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,44.268543,-89.616508,Wisconsin,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,45.3,41.7,49,41.7 - 49.0,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,42.755966,-107.30249,Wyoming,1,1,Apr 23 - May 5,04/23/2020,05/05/2020,39.3,34.3,44.5,34.3 - 44.5,33.2 - 42.1
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,,,United States,1,2,May 7 - May 12,05/07/2020,05/12/2020,41.1,40,42.2,40.0 - 42.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,1,2,May 7 - May 12,05/07/2020,05/12/2020,38.3,34.4,42.4,34.4 - 42.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,1,2,May 7 - May 12,05/07/2020,05/12/2020,41.2,39.1,43.3,39.1 - 43.3,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,1,2,May 7 - May 12,05/07/2020,05/12/2020,42.3,40.3,44.4,40.3 - 44.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,1,2,May 7 - May 12,05/07/2020,05/12/2020,43.7,41.6,45.8,41.6 - 45.8,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.2,37.6,42.9,37.6 - 42.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,1,2,May 7 - May 12,05/07/2020,05/12/2020,38.2,35.7,40.9,35.7 - 40.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,80 years and above,1,2,May 7 - May 12,05/07/2020,05/12/2020,43.9,38.4,49.5,38.4 - 49.5,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Male,1,2,May 7 - May 12,05/07/2020,05/12/2020,37.7,35.9,39.5,35.9 - 39.5,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Female,1,2,May 7 - May 12,05/07/2020,05/12/2020,44.3,43.2,45.5,43.2 - 45.5,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,1,2,May 7 - May 12,05/07/2020,05/12/2020,35.1,31,39.4,31.0 - 39.4,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",1,2,May 7 - May 12,05/07/2020,05/12/2020,42.9,42,43.8,42.0 - 43.8,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",1,2,May 7 - May 12,05/07/2020,05/12/2020,40.6,36.9,44.3,36.9 - 44.3,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",1,2,May 7 - May 12,05/07/2020,05/12/2020,32.2,27.3,37.5,27.3 - 37.5,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",1,2,May 7 - May 12,05/07/2020,05/12/2020,51,45.7,56.3,45.7 - 56.3,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,1,2,May 7 - May 12,05/07/2020,05/12/2020,30.5,24.8,36.7,24.8 - 36.7,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,1,2,May 7 - May 12,05/07/2020,05/12/2020,36.6,34.4,38.9,34.4 - 38.9,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,1,2,May 7 - May 12,05/07/2020,05/12/2020,43.8,42,45.7,42.0 - 45.7,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,1,2,May 7 - May 12,05/07/2020,05/12/2020,45,43.9,46.1,43.9 - 46.1,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,32.806671,-86.79113,Alabama,1,2,May 7 - May 12,05/07/2020,05/12/2020,38.5,29.7,48,29.7 - 48.0,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,61.370716,-152.404419,Alaska,1,2,May 7 - May 12,05/07/2020,05/12/2020,45,39.2,50.9,39.2 - 50.9,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,33.729759,-111.431221,Arizona,1,2,May 7 - May 12,05/07/2020,05/12/2020,46.6,40.1,53.1,40.1 - 53.1,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,34.969704,-92.373123,Arkansas,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.8,33.3,48.7,33.3 - 48.7,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,California,36.116203,-119.681564,California,1,2,May 7 - May 12,05/07/2020,05/12/2020,38.3,34.4,42.3,34.4 - 42.3,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,39.059811,-105.311104,Colorado,1,2,May 7 - May 12,05/07/2020,05/12/2020,41.6,34.8,48.6,34.8 - 48.6,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,41.597782,-72.755371,Connecticut,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.5,32.4,49.1,32.4 - 49.1,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,39.318523,-75.507141,Delaware,1,2,May 7 - May 12,05/07/2020,05/12/2020,37,31.2,43.1,31.2 - 43.1,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,38.897438,-77.026817,District of Columbia,1,2,May 7 - May 12,05/07/2020,05/12/2020,42.1,34,50.5,34.0 - 50.5,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,Florida,27.766279,-81.686783,Florida,1,2,May 7 - May 12,05/07/2020,05/12/2020,38.5,33.2,43.9,33.2 - 43.9,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,33.040619,-83.643074,Georgia,1,2,May 7 - May 12,05/07/2020,05/12/2020,45.1,38.8,51.6,38.8 - 51.6,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,21.094318,-157.498337,Hawaii,1,2,May 7 - May 12,05/07/2020,05/12/2020,41,32.6,49.8,32.6 - 49.8,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,44.240459,-114.478828,Idaho,1,2,May 7 - May 12,05/07/2020,05/12/2020,36.5,31.3,42,31.3 - 42.0,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,40.349457,-88.986137,Illinois,1,2,May 7 - May 12,05/07/2020,05/12/2020,41.4,36.2,46.7,36.2 - 46.7,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,39.849426,-86.258278,Indiana,1,2,May 7 - May 12,05/07/2020,05/12/2020,44.9,39.4,50.4,39.4 - 50.4,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,42.011539,-93.210526,Iowa,1,2,May 7 - May 12,05/07/2020,05/12/2020,36.7,31.5,42,31.5 - 42.0,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,38.5266,-96.726486,Kansas,1,2,May 7 - May 12,05/07/2020,05/12/2020,38.2,31.7,45,31.7 - 45.0,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,37.66814,-84.670067,Kentucky,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.6,34.2,47.2,34.2 - 47.2,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,31.169546,-91.867805,Louisiana,1,2,May 7 - May 12,05/07/2020,05/12/2020,45.2,37.5,53.2,37.5 - 53.2,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Maine,44.693947,-69.381927,Maine,1,2,May 7 - May 12,05/07/2020,05/12/2020,46.8,39.6,54.1,39.6 - 54.1,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,39.063946,-76.802101,Maryland,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.5,34.6,46.6,34.6 - 46.6,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,42.230171,-71.530106,Massachusetts,1,2,May 7 - May 12,05/07/2020,05/12/2020,37.2,33.9,40.6,33.9 - 40.6,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,43.326618,-84.536095,Michigan,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.5,35.7,45.5,35.7 - 45.5,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,45.694454,-93.900192,Minnesota,1,2,May 7 - May 12,05/07/2020,05/12/2020,43.3,38,48.8,38.0 - 48.8,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,32.741646,-89.678696,Mississippi,1,2,May 7 - May 12,05/07/2020,05/12/2020,39.6,33.1,46.4,33.1 - 46.4,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,38.456085,-92.288368,Missouri,1,2,May 7 - May 12,05/07/2020,05/12/2020,36.4,30.5,42.5,30.5 - 42.5,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Montana,46.921925,-110.454353,Montana,1,2,May 7 - May 12,05/07/2020,05/12/2020,45.8,38.5,53.2,38.5 - 53.2,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,41.12537,-98.268082,Nebraska,1,2,May 7 - May 12,05/07/2020,05/12/2020,45.1,38.7,51.6,38.7 - 51.6,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,38.313515,-117.055374,Nevada,1,2,May 7 - May 12,05/07/2020,05/12/2020,43,35.6,50.7,35.6 - 50.7,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,43.452492,-71.563896,New Hampshire,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.9,35.1,47,35.1 - 47.0,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,40.298904,-74.521011,New Jersey,1,2,May 7 - May 12,05/07/2020,05/12/2020,43.7,38.3,49.2,38.3 - 49.2,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,34.840515,-106.248482,New Mexico,1,2,May 7 - May 12,05/07/2020,05/12/2020,40.3,31.5,49.5,31.5 - 49.5,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,New York,42.165726,-74.948051,New York,1,2,May 7 - May 12,05/07/2020,05/12/2020,43,36.6,49.5,36.6 - 49.5,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,35.630066,-79.806419,North Carolina,1,2,May 7 - May 12,05/07/2020,05/12/2020,41.3,36.2,46.5,36.2 - 46.5,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,47.528912,-99.784012,North Dakota,1,2,May 7 - May 12,05/07/2020,05/12/2020,42.6,33.9,51.6,33.9 - 51.6,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,40.388783,-82.764915,Ohio,1,2,May 7 - May 12,05/07/2020,05/12/2020,41.5,35.7,47.4,35.7 - 47.4,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,35.565342,-96.928917,Oklahoma,1,2,May 7 - May 12,05/07/2020,05/12/2020,36.2,29.7,43.1,29.7 - 43.1,36.2 - 39.1
